order_date,ship_date,category,subcategory,sales_amount,quantity,discount,customer_region,is_returned
2024-01-13,2024-01-18,Books,Textbook,3692.61,91,0.1689,North,0
2020-08-11,2020-08-20,Electronics,Phone,4263.08,54,0.3475,West,0
2024-02-19,2024-02-28,Home,Lighting,2582.09,37,0.2509,West,0
2020-04-07,2020-04-14,Toys,Action Figures,4063.01,14,0.4107,West,0
2020-05-25,2020-05-30,Clothing,Shoes,971.67,0,0.1550,South,0
2020-10-07,2020-10-13,Electronics,Phone,3937.57,50,0.3715,International,0
2021-07-13,2021-07-22,Sports,Team Sports,4662.15,10,0.1387,East,0
2021-10-07,2021-10-12,Clothing,Shirt,604.82,88,0.4767,South,0
2023-05-31,2023-06-04,Clothing,Pants,330.72,46,0.0562,East,0
2025-05-02,2025-05-08,Electronics,Tablet,,54,0.3600,West,0
2022-05-01,2022-05-02,Books,Textbook,4050.26,80,0.4683,East,0
2024-07-11,2024-07-15,Home,Lighting,2024.58,94,0.4584,International,0
2023-08-30,2023-09-03,Sports,Team Sports,4533.17,26,0.3518,West,0
2020-10-06,2020-10-15,Books,Comics,2194.07,67,0.2013,East,0
2020-04-01,2020-04-11,Electronics,Laptop,2600.18,30,0.1849,North,0
2022-08-08,2022-08-09,Clothing,Dress,4125.64,62,,North,0
2025-01-26,2025-02-04,Books,Non-Fiction,4385.06,61,0.1960,North,0
2022-08-27,2022-08-30,Books,Textbook,1183.52,93,0.1699,West,1
2021-10-11,2021-10-21,Toys,Puzzles,1750.85,34,0.2602,North,0
2025-06-28,2025-06-30,Books,Non-Fiction,3730.48,88,0.4888,International,0
2023-11-04,2023-11-10,Toys,Dolls,4222.46,49,0.4237,East,0
2025-03-23,2025-04-02,Clothing,Dress,3915.06,74,0.1008,East,0
2020-02-25,2020-02-29,Books,Non-Fiction,2826.47,99,0.3345,West,0
2024-02-22,2024-03-02,Sports,Team Sports,1056.07,61,0.5000,South,1
2024-11-16,2024-11-21,Books,Fiction,2833.89,63,0.0395,North,0
2024-10-12,2024-10-14,Electronics,Camera,3208.70,17,0.3872,South,0
2024-08-27,2024-08-30,Toys,Board Games,2925.20,7,0.4371,West,0
2025-10-24,2025-11-01,Home,Furniture,173.74,19,0.1672,South,0
2020-08-23,2020-08-24,Toys,Puzzles,516.92,37,0.3260,West,0
2023-08-17,2023-08-25,Home,Kitchen,1403.08,68,0.3515,East,0
2020-06-11,2020-06-20,Books,Non-Fiction,1462.36,26,0.4948,International,0
2024-04-12,2024-04-17,Sports,Team Sports,1176.45,66,0.2187,West,1
2021-02-24,2021-03-01,Sports,Water Sports,2111.23,15,0.2098,West,0
2021-04-11,2021-04-13,Home,Lighting,4192.43,72,0.2171,West,0
2024-08-07,2024-08-10,Clothing,Jacket,1925.00,86,0.3192,West,0
2020-08-06,2020-08-12,Toys,Dolls,4857.84,0,0.2198,East,0
2021-05-04,2021-05-05,Electronics,Tablet,4207.49,38,0.3193,North,0
2025-08-23,2025-08-25,Books,Fiction,930.72,80,0.4901,North,0
2021-02-19,2021-02-23,Sports,Fitness,3540.24,999,0.0193,South,0
2020-03-20,,Sports,Water Sports,4024.34,63,0.2104,South,0
2022-10-13,2022-10-18,Books,Comics,1901.41,87,0.0821,South,0
2020-04-11,2020-04-17,Sports,Team Sports,4546.78,49,0.3143,West,0
2023-03-15,2023-03-20,Electronics,Tablet,1037.66,55,0.4554,South,0
2022-12-30,2023-01-01,Home,Bedding,2957.76,22,0.3027,West,0
2024-02-20,2024-02-22,Home,Bedding,351.27,2,0.3110,South,1
2022-04-23,2022-05-03,Toys,Action Figures,596.98,3,0.0786,South,0
2020-03-14,2020-03-23,Books,Non-Fiction,2700.47,37,0.4581,North,0
2020-05-22,2020-05-31,Toys,Building Blocks,1198.18,54,0.2618,East,1
2020-09-18,2020-09-19,Sports,Team Sports,1860.70,21,0.1683,North,0
2022-03-24,2022-04-02,Home,Kitchen,,46,0.2856,West,1
2024-02-15,2024-02-16,Books,Fiction,3672.45,50,0.0773,South,0
2020-08-31,2020-09-09,Home,Kitchen,,92,0.1448,South,0
2023-08-30,2023-09-03,Sports,Water Sports,4082.41,6,0.0662,West,0
2024-02-15,2024-02-25,Toys,Action Figures,2818.93,49,0.1423,South,0
2025-01-06,2025-01-09,Books,Comics,1161.70,6,0.3811,North,0
2022-06-06,2022-06-09,Sports,Water Sports,1457.01,30,0.4425,North,0
2025-12-21,2025-12-29,Books,Comics,2395.04,66,0.3410,South,0
2025-02-19,2025-02-21,Home,Bedding,4613.95,35,0.3685,South,0
2025-05-20,2025-05-28,Clothing,Dress,1214.61,90,0.2320,North,0
2023-07-17,2023-07-20,Sports,Team Sports,3723.25,25,0.3634,North,0
2023-08-07,2023-08-08,Sports,Water Sports,1651.49,40,0.1644,South,0
2020-12-23,2020-12-28,Sports,Team Sports,833.21,7,0.3294,South,0
2023-02-20,2023-02-22,Home,Furniture,297.53,62,0.4784,South,0
2022-03-25,2022-03-28,Home,Lighting,4778.89,20,0.1426,South,0
2025-07-27,2025-08-05,Toys,Board Games,1232.64,30,0.2740,East,0
2020-05-13,2020-05-16,Home,Bedding,2248.88,0,0.4048,South,0
2021-11-21,2021-12-01,Home,Kitchen,639.63,17,0.1876,West,0
2025-03-31,2025-04-07,Sports,Team Sports,112.75,7,0.2026,West,0
2022-07-03,2022-07-04,Clothing,Shoes,4569.62,34,0.3501,North,0
2024-12-20,2024-12-23,Clothing,Dress,4638.67,66,0.4816,East,0
2020-04-02,2020-04-12,Toys,Board Games,3259.38,14,0.4105,East,0
2023-04-04,2023-04-10,Clothing,Shirt,40.65,1,0.0361,East,1
2024-05-02,2024-05-12,Toys,Action Figures,4388.58,2,0.2851,North,0
2023-08-14,2023-08-17,Electronics,Tablet,2520.99,2,0.3280,North,0
2021-11-30,2021-12-08,Toys,Dolls,127.25,43,0.1452,West,0
2024-07-05,2024-07-14,Clothing,Dress,789.27,71,0.4373,West,0
2024-02-22,2024-02-24,Clothing,Shoes,4150.41,51,0.4984,East,0
2022-09-06,2022-09-11,Home,Bedding,3606.80,59,0.4455,West,0
2022-01-16,2022-01-26,Clothing,Shoes,1177.53,85,0.4004,West,0
2021-05-26,2021-05-28,Home,Bedding,382.13,80,0.2564,West,0
2025-02-23,2025-02-26,Home,Kitchen,3223.01,96,0.0639,North,0
2022-08-07,2022-08-15,Toys,Board Games,270.31,12,0.4131,West,0
2023-07-04,2023-07-11,Clothing,Shoes,4853.53,13,0.4500,West,0
2025-03-06,2025-03-16,Home,Bedding,359.56,95,0.1548,North,0
2023-02-16,2023-02-22,Sports,Fitness,2880.81,39,0.1350,West,0
2025-01-08,2025-01-12,Sports,Team Sports,1637.18,5,0.3547,North,0
2024-05-31,2024-06-01,Sports,Team Sports,3454.77,82,,North,0
2023-06-25,2023-07-01,Home,Lighting,4851.29,50,0.2686,North,0
2020-09-15,2020-09-20,Books,Non-Fiction,1357.05,23,0.4985,North,0
2022-09-08,2022-09-10,Toys,Board Games,1981.08,60,0.4854,North,0
2025-12-15,2025-12-20,Electronics,Laptop,4449.92,86,0.0033,East,0
2020-08-15,2020-08-25,Toys,Action Figures,1863.01,90,0.2033,West,1
2023-07-02,2023-07-07,Home,Kitchen,,29,0.3428,West,0
2020-12-06,2020-12-16,Toys,Puzzles,1363.07,42,0.1503,East,0
2025-04-04,2025-04-05,Home,Furniture,212.03,22,0.2909,West,0
2020-03-31,2020-04-10,Books,Comics,3648.59,86,0.1184,West,0
2024-12-18,,Sports,Team Sports,1568.26,90,0.2738,North,0
2020-02-08,2020-02-11,Books,Comics,2508.38,68,0.1105,West,0
2024-06-03,2024-06-04,Toys,Puzzles,3343.41,99,0.1197,North,0
2022-10-20,2022-10-22,Sports,Water Sports,578.83,76,0.4731,West,0
2022-06-04,2022-06-11,Books,Non-Fiction,4160.62,3,0.0706,North,0
2021-09-16,2021-09-20,Electronics,Headphones,4219.17,95,0.4207,North,0
2025-02-20,2025-02-26,Clothing,Shirt,2034.32,75,0.2129,West,0
2025-09-16,2025-09-24,Toys,Board Games,4651.27,65,0.1683,East,0
2023-07-03,2023-07-04,Home,Kitchen,3992.53,46,0.2543,West,0
2025-09-13,2025-09-17,Electronics,Laptop,3580.93,35,0.3547,South,0
2023-04-20,2023-04-25,Toys,Puzzles,3408.99,52,0.0365,South,0
2025-05-14,2025-05-21,Electronics,Phone,1324.31,80,0.1936,North,0
2020-01-02,2020-01-09,Books,Non-Fiction,907.75,25,0.1764,West,0
2020-01-11,2020-01-13,Home,Furniture,758.83,39,0.0744,North,0
2022-10-30,2022-11-06,Sports,Fitness,4371.77,91,0.3998,East,0
2022-12-20,2022-12-28,Clothing,Dress,1532.28,57,0.3214,South,0
2021-05-29,2021-06-07,Home,Lighting,445.20,95,0.3324,North,0
2024-06-07,2024-06-13,Sports,Fitness,3122.62,17,0.3984,West,0
2024-06-07,2024-06-09,Sports,Water Sports,3871.67,48,0.1422,South,0
2024-10-10,2024-10-13,Clothing,Shoes,368.41,42,0.4957,East,0
2020-06-14,2020-06-16,Books,Comics,4649.13,56,,North,0
2020-10-20,2020-10-21,Sports,Fitness,2393.84,3,0.1563,North,0
2024-09-13,2024-09-19,Sports,Team Sports,580.03,37,0.1677,South,0
2024-01-30,2024-02-06,Books,Comics,1720.22,35,0.4539,West,0
2020-11-05,2020-11-09,Electronics,Tablet,1159.51,71,0.2068,West,0
2020-08-05,2020-08-15,Sports,Outdoor,3697.36,12,0.4436,North,0
2022-04-24,2022-04-30,Sports,Fitness,2828.91,28,0.3025,South,0
2021-07-31,2021-08-01,Home,Kitchen,2345.85,6,0.0614,North,0
2020-05-06,2020-05-11,Electronics,Phone,818.95,64,0.3938,West,0
2022-10-10,2022-10-18,Toys,Board Games,2662.64,61,0.4466,East,0
2021-04-27,2021-04-30,Clothing,Shirt,4313.52,34,0.2643,West,0
2022-02-07,,Sports,Outdoor,1192.36,51,0.3857,East,0
2020-01-07,2020-01-11,Home,Lighting,748.29,76,0.2586,South,0
2020-11-03,2020-11-10,Electronics,Headphones,1786.07,46,0.4257,West,0
2025-03-12,2025-03-16,Clothing,Dress,3192.87,88,0.2978,East,0
2021-03-12,2021-03-15,Books,Fiction,2378.71,9,0.4603,South,0
2024-06-10,2024-06-15,Home,Lighting,2698.67,78,0.3687,West,0
2020-02-09,2020-02-16,Clothing,Pants,3740.63,26,0.3541,North,0
2021-02-21,,Books,Fiction,3160.79,9,0.3854,North,0
2020-07-29,2020-08-07,Clothing,Pants,270.68,93,0.3618,South,0
2024-05-03,2024-05-06,Sports,Fitness,2428.43,34,0.0980,North,0
2022-11-25,2022-11-26,Toys,Dolls,242.84,4,0.3873,East,0
2021-09-10,2021-09-14,Electronics,Camera,1624.57,92,0.1094,East,0
2022-04-10,2022-04-11,Electronics,Camera,3087.40,34,0.2523,West,0
2025-08-06,2025-08-12,Electronics,Headphones,292.52,57,0.2668,North,0
2020-02-21,2020-02-25,Clothing,Shoes,1296.61,94,0.2634,East,0
2021-04-19,2021-04-25,Toys,Dolls,2793.15,80,0.3454,West,0
2020-11-06,2020-11-16,Electronics,Camera,3815.22,45,0.1533,West,0
2021-07-30,2021-07-31,Sports,Outdoor,1815.97,46,0.2778,West,0
2023-01-27,2023-02-01,Home,Bedding,173.88,11,0.1315,West,0
2021-03-11,2021-03-20,Electronics,Tablet,4629.66,43,,East,0
2021-12-07,2021-12-13,Books,Non-Fiction,568.36,90,,South,1
2024-08-27,2024-08-31,Clothing,Shoes,2295.94,51,0.1434,West,0
2023-10-10,2023-10-17,Toys,Dolls,166.30,90,0.1034,East,0
2022-02-22,2022-03-03,Electronics,Phone,607.26,26,0.3107,East,0
2022-07-30,2022-08-08,Books,Non-Fiction,4814.94,20,0.3595,North,0
2022-03-22,2022-03-31,Books,Textbook,1975.44,4,0.3133,North,0
2023-06-03,2023-06-09,Clothing,Jacket,2656.49,26,0.4040,South,0
2022-07-11,2022-07-12,Home,Lighting,3887.72,12,0.3423,East,0
2021-11-03,2021-11-13,Home,Furniture,3173.72,68,0.2353,East,0
2022-07-08,2022-07-16,Clothing,Shoes,3431.44,10,0.2630,West,0
2021-05-09,2021-05-12,Clothing,Pants,3431.37,100,0.3783,West,0
2024-03-27,2024-04-06,Sports,Team Sports,3780.98,32,0.4836,East,0
2020-11-09,2020-11-17,Toys,Building Blocks,2835.74,86,0.1581,West,0
2025-01-06,2025-01-10,Electronics,Tablet,252.92,23,0.1324,West,0
2025-12-09,2025-12-12,Books,Textbook,3511.22,22,0.3680,East,0
2025-10-26,2025-11-05,Clothing,Shoes,4708.83,62,0.1404,East,0
2025-09-19,2025-09-22,Clothing,Shirt,1566.93,55,0.3405,South,0
2021-04-28,2021-05-08,Clothing,Dress,2131.29,39,0.2358,West,0
2025-04-07,2025-04-10,Sports,Fitness,920.30,80,0.3691,International,0
2023-11-06,2023-11-09,Sports,Water Sports,1718.89,51,0.1988,East,0
2023-10-24,2023-10-30,Electronics,Tablet,2237.78,12,0.1076,South,0
2025-10-30,2025-11-06,Sports,Water Sports,1337.77,52,0.0658,North,0
2021-09-13,2021-09-18,Sports,Fitness,4327.24,89,0.3126,East,0
2022-07-12,2022-07-18,Electronics,Phone,3003.22,31,0.4827,West,0
2020-08-11,2020-08-21,Home,Furniture,1542.23,56,0.4183,West,0
2023-06-14,2023-06-21,Toys,Dolls,4587.05,96,0.2001,International,0
2020-03-17,2020-03-18,Home,Lighting,1308.93,58,0.1162,West,0
2021-04-10,2021-04-16,Clothing,Shirt,1502.27,40,0.1780,East,1
2023-11-23,2023-11-27,Electronics,Laptop,3466.84,32,0.3362,West,0
2025-01-08,2025-01-13,Toys,Building Blocks,3923.05,1,0.1215,East,0
2021-04-23,2021-04-25,Toys,Board Games,4996.40,74,0.2047,West,1
2020-05-05,2020-05-10,Home,Lighting,,26,0.4182,West,0
2021-08-28,2021-08-29,Toys,Puzzles,556.06,88,0.1818,East,0
2022-12-12,2022-12-16,Toys,Building Blocks,4865.94,79,0.1680,North,0
2023-09-01,2023-09-07,Clothing,Dress,2121.43,3,0.4336,West,0
2021-11-10,2021-11-12,Electronics,Tablet,4326.43,53,0.1709,North,0
2025-02-27,2025-03-01,Home,Furniture,1966.58,41,0.2293,North,0
2023-03-12,2023-03-19,Electronics,Camera,4953.46,41,0.1605,West,0
2024-09-17,2024-09-20,Books,Non-Fiction,3984.49,79,0.2074,South,0
2020-05-27,2020-05-31,Clothing,Shoes,267.66,29,0.2577,South,0
2021-09-16,2021-09-19,Sports,Team Sports,2052.16,49,0.0670,North,0
2024-07-24,2024-07-29,Clothing,Pants,4942.79,6,0.0083,East,0
2023-09-15,2023-09-21,Clothing,Dress,1532.86,91,0.4140,North,0
2020-04-09,2020-04-18,Electronics,Phone,2410.45,5,0.2818,East,0
2021-02-18,2021-02-19,Toys,Puzzles,1211.25,8,0.1095,South,0
2020-01-18,2020-01-21,Home,Furniture,4015.27,61,0.2963,West,0
2022-05-29,2022-06-02,Books,Textbook,4057.65,83,0.0365,North,0
2024-04-08,2024-04-10,Clothing,Jacket,3867.74,19,0.3104,East,0
2024-01-09,2024-01-14,Books,Non-Fiction,4353.13,15,0.0270,East,0
2021-01-03,2021-01-09,Home,Lighting,1927.97,72,0.1898,South,1
2023-01-19,2023-01-23,Toys,Action Figures,4060.03,89,0.3096,North,0
2025-03-18,2025-03-19,Electronics,Phone,2450.99,93,0.0159,West,0
2024-03-16,2024-03-20,Home,Bedding,2769.04,5,0.1412,East,0
2020-10-30,2020-11-06,Sports,Outdoor,1757.05,26,0.4733,International,0
2022-06-05,2022-06-12,Books,Textbook,3214.64,90,0.1460,East,0
2025-06-28,2025-06-29,Clothing,Shoes,417.26,41,0.2989,East,0
2020-02-03,2020-02-12,Toys,Board Games,3428.86,18,0.3276,East,0
2021-02-11,2021-02-12,Toys,Board Games,1321.28,96,0.1963,East,0
2023-12-15,2023-12-23,Toys,Board Games,913.76,20,0.1087,East,0
2022-10-06,2022-10-10,Home,Bedding,1872.20,999,0.0625,South,0
2020-01-06,2020-01-13,Clothing,Dress,1257.23,50,0.3548,West,0
2024-07-10,2024-07-16,Books,Non-Fiction,1177.72,42,0.4787,West,0
2024-04-19,2024-04-24,Toys,Dolls,2301.97,10,0.1881,West,0
2022-01-16,2022-01-23,Electronics,Phone,2894.39,55,0.2296,East,0
2022-11-17,2022-11-25,Home,Kitchen,1909.36,92,0.4885,International,0
2023-11-23,2023-11-30,Electronics,Camera,133.77,35,0.4651,South,0
2020-10-03,2020-10-10,Clothing,Shirt,2955.09,90,0.1521,East,0
2023-04-27,2023-05-06,Sports,Outdoor,4498.60,91,0.2849,South,0
2020-07-25,2020-08-01,Toys,Building Blocks,4644.98,15,0.1573,North,0
2023-08-07,2023-08-08,Electronics,Phone,3746.35,22,0.1144,North,0
2025-12-11,2025-12-16,Electronics,Headphones,3891.67,34,0.1197,South,0
2023-07-24,2023-08-01,Clothing,Pants,4519.03,11,0.2106,South,0
2023-05-04,2023-05-07,Clothing,Jacket,207.82,98,0.4032,North,0
2025-10-24,2025-10-26,Electronics,Tablet,4286.00,7,0.1580,North,0
2024-06-03,2024-06-04,Electronics,Headphones,2134.85,5,0.1715,East,0
2023-10-26,2023-11-03,Clothing,Jacket,2141.86,33,0.0385,North,0
2021-02-21,,Home,Lighting,187.43,53,0.3574,North,0
2020-10-13,2020-10-14,Sports,Fitness,2173.86,80,0.4326,West,0
2021-02-18,2021-02-20,Books,Comics,995.57,45,0.4680,East,0
2020-01-04,2020-01-10,Sports,Team Sports,2520.79,20,0.4162,West,0
2025-07-28,2025-08-02,Electronics,Phone,2889.20,42,0.2935,East,0
2020-12-13,2020-12-18,Books,Comics,3268.95,33,0.3664,East,0
2025-05-31,2025-06-03,Clothing,Shoes,2283.53,69,0.3182,North,0
2025-01-22,2025-02-01,Electronics,Phone,2691.15,12,0.3287,South,0
2022-01-09,2022-01-13,Books,Comics,3237.25,91,0.0639,South,0
2025-04-22,2025-04-27,Clothing,Shirt,1261.27,63,0.0578,East,0
2020-11-25,2020-11-27,Clothing,Shoes,173.46,13,0.0957,North,0
2023-05-19,2023-05-22,Home,Bedding,2277.18,72,0.1392,East,0
2025-04-21,2025-04-26,Books,Textbook,1302.88,13,0.2983,West,1
2022-01-26,2022-02-05,Sports,Team Sports,482.47,27,0.2328,South,0
2025-09-22,2025-09-29,Clothing,Shirt,4925.32,100,0.2984,North,0
2025-10-05,2025-10-15,Toys,Board Games,4771.48,45,0.4635,East,0
2021-11-09,2021-11-12,Home,Kitchen,3298.49,47,0.2344,North,0
2023-08-15,2023-08-24,Electronics,Laptop,2398.49,79,0.3844,North,0
2025-08-01,2025-08-11,Home,Bedding,2685.47,62,0.2701,West,1
2023-02-09,2023-02-13,Toys,Building Blocks,301.37,70,0.3096,North,0
2025-02-18,2025-02-19,Home,Lighting,1719.91,36,0.1778,South,1
2025-08-05,2025-08-13,Sports,Outdoor,4350.53,38,0.1558,North,0
2024-05-17,2024-05-22,Toys,Board Games,802.17,8,0.3357,North,0
2023-07-25,2023-07-27,Home,Kitchen,2782.64,12,0.1596,North,0
2023-11-08,2023-11-13,Sports,Fitness,1477.64,55,0.4725,East,0
2021-06-29,2021-07-08,Electronics,Laptop,4846.35,3,0.2841,South,0
2020-10-09,2020-10-12,Electronics,Phone,1951.50,58,0.2014,East,0
2022-12-20,2022-12-28,Clothing,Shoes,0.00,999,0.0935,West,0
2024-03-18,2024-03-26,Home,Kitchen,2484.55,71,0.3758,South,0
2024-05-18,2024-05-24,Home,Furniture,823.68,56,0.4266,East,0
2024-09-04,2024-09-07,Sports,Water Sports,1617.21,77,0.2934,East,0
2023-02-21,2023-02-25,Sports,Team Sports,2926.60,6,0.2864,South,1
2022-04-08,2022-04-13,Books,Non-Fiction,422.01,10,0.1167,North,0
2022-05-12,2022-05-19,Sports,Water Sports,4973.45,16,0.0315,East,0
2021-11-02,2021-11-12,Home,Furniture,3272.52,46,0.2647,South,0
2020-11-19,2020-11-25,Electronics,Camera,1404.47,7,0.2383,South,0
2023-07-03,2023-07-13,Clothing,Dress,1953.56,80,0.1100,West,0
2022-04-28,2022-05-07,Books,Non-Fiction,309.76,95,0.2856,North,0
2021-12-11,2021-12-20,Clothing,Shoes,0.00,44,0.0057,West,0
2021-05-10,2021-05-11,Books,Textbook,1845.04,25,0.3101,South,0
2023-03-25,2023-03-28,Toys,Dolls,2337.96,26,0.1570,South,0
2022-03-13,2022-03-22,Sports,Team Sports,2727.51,34,0.2300,West,0
2025-07-12,2025-07-15,Books,Non-Fiction,3556.54,48,0.3235,South,0
2023-03-24,2023-03-29,Clothing,Pants,3017.30,26,0.4861,South,0
2021-10-14,2021-10-20,Clothing,Shoes,1959.56,67,0.1724,South,0
2025-03-27,2025-04-05,Home,Lighting,1580.30,25,0.3849,South,1
2025-03-25,2025-04-02,Clothing,Shoes,284.09,22,0.4195,North,0
2023-03-16,2023-03-22,Sports,Team Sports,2986.68,23,0.0956,West,0
2022-06-11,2022-06-13,Clothing,Pants,1521.12,58,0.3271,East,0
2023-08-16,2023-08-26,Clothing,Pants,422.32,69,0.1531,North,0
2024-07-10,2024-07-18,Clothing,Jacket,2895.29,59,0.4286,South,0
2021-08-20,2021-08-27,Books,Textbook,628.61,26,0.0078,East,0
2023-09-14,2023-09-18,Clothing,Jacket,2556.61,95,0.3134,West,0
2025-03-05,2025-03-06,Toys,Action Figures,357.60,23,0.2157,North,0
2020-01-09,2020-01-16,Clothing,Dress,2287.35,21,0.0758,East,0
2020-01-02,2020-01-08,Clothing,Pants,520.05,40,0.0610,International,0
2025-07-08,2025-07-15,Home,Lighting,2625.32,25,0.3416,West,0
2021-06-27,2021-07-03,Electronics,Phone,3032.15,74,0.3386,South,0
2021-02-26,2021-03-08,Electronics,Camera,4947.92,38,0.2057,West,0
2023-03-11,2023-03-12,Toys,Action Figures,1399.10,52,0.1201,East,0
2020-03-07,2020-03-16,Toys,Building Blocks,1607.02,35,0.3847,International,0
2024-01-30,2024-02-09,Home,Furniture,886.26,66,,North,0
2023-09-03,2023-09-11,Books,Comics,611.59,63,0.3805,East,0
2023-10-10,2023-10-13,Electronics,Phone,2649.61,20,0.4400,East,0
2022-09-09,2022-09-16,Clothing,Pants,4967.61,75,0.3871,North,0
2021-07-04,2021-07-05,Electronics,Tablet,1758.33,38,0.2987,East,0
2020-05-08,2020-05-18,Electronics,Phone,915.47,11,0.4057,East,0
2023-02-11,2023-02-17,Home,Lighting,2259.02,93,0.4304,West,0
2022-07-23,2022-07-30,Clothing,Shoes,472.60,4,0.4054,East,0
2023-03-16,2023-03-19,Electronics,Camera,2473.94,21,0.2942,West,0
2022-01-15,2022-01-22,Toys,Action Figures,1470.66,38,0.4145,North,0
2024-06-05,2024-06-11,Electronics,Headphones,4389.45,34,0.4210,North,0
2020-12-15,2020-12-25,Clothing,Dress,2628.62,11,0.3559,South,0
2023-11-18,2023-11-27,Toys,Building Blocks,4004.83,1,0.1288,South,0
2021-10-28,2021-11-07,Sports,Team Sports,229.65,69,0.4936,South,0
2022-03-25,2022-03-31,Clothing,Dress,4937.15,66,0.3977,North,0
2020-12-30,2020-12-31,Clothing,Shirt,3438.22,40,0.3094,East,0
2022-07-04,2022-07-11,Electronics,Headphones,1825.48,999,0.1337,West,0
2021-11-17,2021-11-23,Clothing,Shoes,4066.55,13,0.1206,West,0
2023-10-12,2023-10-13,Home,Lighting,4634.58,82,0.4585,West,0
2025-08-17,2025-08-24,Toys,Puzzles,3046.36,0,0.1890,East,0
2023-01-03,2023-01-12,Toys,Board Games,2025.34,51,0.4016,North,0
2022-06-19,2022-06-23,Books,Fiction,864.85,77,0.2366,South,0
2020-03-31,2020-04-10,Books,Textbook,89.55,14,0.3341,North,0
2020-11-01,2020-11-07,Books,Fiction,503.83,78,0.0353,North,0
2020-10-02,2020-10-05,Home,Furniture,2793.33,97,0.4834,North,0
2022-02-19,2022-02-28,Home,Kitchen,3925.96,56,0.3597,North,0
2024-02-09,2024-02-19,Electronics,Tablet,4862.92,65,0.1483,North,0
2020-05-09,2020-05-17,Clothing,Dress,4316.11,7,0.2140,South,0
2024-02-18,2024-02-24,Clothing,Shoes,4012.61,43,0.4260,East,0
2023-08-17,2023-08-25,Toys,Board Games,366.77,83,0.3246,East,0
2022-02-10,2022-02-19,Books,Comics,3817.80,0,0.2558,South,0
2021-02-11,2021-02-21,Clothing,Pants,2523.70,5,0.3885,West,0
2025-07-23,2025-07-28,Clothing,Jacket,990.73,44,0.1233,East,0
2023-02-03,2023-02-04,Books,Non-Fiction,4282.77,3,0.2948,West,0
2023-09-11,2023-09-17,Clothing,Pants,3668.09,16,0.0358,North,0
2025-07-22,2025-07-28,Electronics,Headphones,3742.42,98,0.2450,South,0
2020-01-05,2020-01-08,Toys,Board Games,1511.54,56,0.0496,West,0
2024-04-05,2024-04-11,Clothing,Shoes,3918.06,59,0.3386,West,0
2023-10-27,2023-11-06,Sports,Team Sports,1971.87,42,0.2545,East,0
2025-03-27,2025-04-01,Electronics,Laptop,0.00,55,0.4881,East,0
2022-03-26,2022-03-28,Books,Textbook,0.00,15,0.1370,North,0
2025-05-17,2025-05-23,Clothing,Pants,2086.79,76,0.3846,East,0
2023-06-24,2023-06-28,Electronics,Tablet,1629.31,38,0.2352,West,0
2024-01-14,2024-01-18,Electronics,Laptop,621.64,6,0.2105,North,0
2022-10-30,2022-11-05,Books,Non-Fiction,1741.31,32,0.1904,North,0
2020-04-30,2020-05-07,Electronics,Laptop,3900.76,95,0.2194,North,0
2025-12-02,2025-12-06,Toys,Dolls,4658.99,57,0.1896,West,0
2022-05-22,2022-05-24,Clothing,Shoes,4515.86,7,0.4259,West,0
2022-09-04,2022-09-05,Toys,Dolls,1505.20,55,0.3455,West,0
2023-12-30,2024-01-08,Home,Bedding,2149.76,51,0.0977,East,0
2022-08-09,2022-08-13,Books,Comics,2071.35,53,0.0722,South,0
2024-06-09,,Home,Kitchen,4820.11,93,0.0187,East,0
2024-08-10,2024-08-17,Electronics,Phone,3506.40,49,0.4216,South,0
2020-02-04,2020-02-08,Electronics,Tablet,3481.80,85,0.2814,International,0
2021-06-24,2021-06-26,Home,Lighting,3775.15,46,0.3823,East,0
2025-08-02,2025-08-06,Electronics,Laptop,337.85,89,0.1155,North,0
2022-07-05,2022-07-09,Books,Fiction,4778.47,55,0.2579,West,0
2022-07-28,2022-08-06,Electronics,Headphones,0.00,30,0.0098,West,0
2024-08-03,2024-08-07,Clothing,Dress,41.37,52,0.4947,East,0
2025-08-16,2025-08-18,Books,Non-Fiction,2182.99,69,0.0383,East,0
2024-10-01,2024-10-08,Books,Non-Fiction,775.62,30,0.4494,North,0
2023-02-01,2023-02-11,Sports,Fitness,62.07,88,0.2406,East,0
2024-08-21,2024-08-31,Toys,Board Games,3690.23,70,0.0592,International,0
2024-09-12,2024-09-16,Books,Textbook,3760.21,55,0.2887,East,0
2021-07-05,2021-07-15,Home,Furniture,639.93,92,0.2562,West,1
2020-02-16,2020-02-18,Toys,Dolls,2420.37,44,0.4347,West,0
2024-08-24,2024-08-31,Toys,Action Figures,4162.30,8,0.1094,South,0
2022-04-22,,Sports,Fitness,3360.37,44,0.1807,South,0
2021-08-15,2021-08-17,Toys,Puzzles,320.20,51,0.4205,West,0
2021-09-03,2021-09-11,Toys,Dolls,298.60,44,0.3861,East,0
2023-03-05,2023-03-11,Books,Non-Fiction,1840.92,69,0.4656,West,0
2024-07-10,2024-07-20,Books,Textbook,375.80,6,0.3078,South,0
2020-06-09,2020-06-17,Toys,Board Games,3285.36,82,0.4546,West,0
2021-11-19,2021-11-24,Home,Bedding,3124.44,83,0.3823,East,0
2020-10-15,2020-10-17,Toys,Board Games,1310.56,41,0.1487,South,0
